topic_id,topic_name,topic_whether_background,topic_havebg_id,topic_havebg_else,topic_category,topic_synopsis,topic_remark,topic_teacher,topic_whether_pass,topic_major,topic_time
,利用智能手机进行探究性物理实验,FALSE,,,基础型,"随着技术的发展, 一些精巧的传感器开始被搭载于智能手机上, 这些传感器主要有加速度传感器、声传感器、光传感器、霍尔传感器 (测磁感强度) 及角速度传感器 (陀螺仪) 等.同时, 随着生活水平的提高和通信的需要, 智能手机近年来也已经逐渐在学生群体中普及.这种普及率极高且功能强大的设备引起了部分物理教育者的注意. 自2012年起, 在国外一些学者的大力推动下, 利用智能手机传感器进行的实验已被越来越多的物理教育者所关注和研究, 同时physicstoolbox、SPARKvue、Sensor Kinetics、Phyphox等各类传感器手机应用app也相继被研发出来.国内的相关研究虽然起步稍晚, 但也有了部分研究成果。     
    大部分学校和学生都并不配备传统的传感器设备，但几乎每个学生(尤其是在大学)都有智能手机，而且两者的实验效果并False太大差距．因此，学生们可以利用智能手机对身边的世界进行探索，并迸发出灵感，从而真正地实现“全民科学 (citizen science)”的理念。   
    本课题中，先对于智能手机传感器进行了解，知道传感器的种类并且下载和了解相关的APP，对于智能手机传感器在物理实验中的应用起源和发展进行研究总结。并且设计实验，对于已经验证过的理论进行验证。设计对比实验，探究利用智能手机传感器进行物理实验的优点和缺点，并加以总结。最后，对于结果进行分析和思考，得出相应的结论，撰写论文。",,王莹,FALSE,应用物理学,2021/11/7
,基于LabVIEW的大学物理虚拟实验教学系统,FALSE,,,基础型,"《大学物理实验》这门学科在大学中是一门重要的基础学科，其对于大学生有着培养科学素养、创新思维，提高动手能力等重要作用。然而传统大学物理实验依旧有着许多弊端，抽象的物理概念难以通过简单的物理实验阐述。
    本研究通过实验虚实结合的方式，以LabVIEW为虚拟实作为“虚”，并以两个简单的实验作为“实”构建了一种新的教学模式。通过对国内外虚拟实验的研究现状进行调研，我们对一些具体的虚拟实验案例进行分析，决定以《声速测量》为案例将虚拟实验与具体实验结合的方式，详细讲解了LabVIEW的使用方法、关键技术以及实验的设计过程。最后对以LabVIEW和具体实验为载体的虚实结合的教学模式进行分析，评估其在教学中的使用价值，该方法对于学生从实验中理解物理概念有着实用价值。",,王莹,FALSE,应用物理学,2021/11/7
2022wl036,基于 Tracker 软件的物理实验过程可视化研究,FALSE,,,基础型,"本文利用视频分析软件Tracker研究平抛运动与气垫导轨上弹簧振子的运动轨迹，与传统研究方法比较，体现出Tracker软件可视化，直观化与误差小的优点。通过运用视频分析Tracker软件对原有的大学物理实验中的用落球法测量液体的粘滞系数的改良，展示出Tracker软件在大学物理实验中的实用性。最后使用Tracker软件用于对足球比赛中足球的运动轨迹的研究，体现出视频分析软件Tracker的泛用性。
   视频分析软件Tracker将在我们的大学物理实验中产生重要的作用，对一些传统实验方法的补充与改良可以让我们的实验结果更加直观。Tracker软件使用门槛很低，用它来帮助我们进行大学物理实验可以有效的提升效率，减小误差，使得实验过程更加的直观与可视化。",,王莹,TRUE,应用物理学,2021/11/7
2022wl037,利用mathmatic 软件进行物理建模,FALSE,,,基础型,"在当今信息科技时代,利用各种编程软件进行仿真教学已成为一种趋势.Mathematica编程软件能把物理学的基本原理,物理现象,重要公式的推导,物理实验等有机的结合起来,从而改变教师讲授,板书,演示为主的课堂教学模式,也能更好的帮助学生理解实验和掌握物理知识和规律.
   针对大学物理中许多问题的解决涉及复杂的数学计算以及从所得结果不能得到直观的物理图像等问题,将Mathematica软件引入大学物理教学,讨论其在力学,电磁学和光学等课程中的应用,发现Mathematica在快速解决相关物理问题以及加深对物理规律的理解方面具有False比的优越性.",,王莹,TRUE,应用物理学,2021/11/7
2022xj029,基于非线性灰色模型的用电量需求预测,FALSE,,,基础型,"作为一种相对比较成熟的预测方法，传统的灰色预测模型和灰色Verhulst模型具有所需样本少，建模过程简单、非线性和普适性强等优点，在经济、股票指数、天气、入学率等预测方面得到了广泛的应用。但不可避免的是，灰色对初值依赖性过强,预测精度不够高。为了提高预测的精度，我们分析影响用电量需求预测的主要因素，建立改进的灰色预测模型并对参数进行优化和修正，进行近似求解，并通过数值算例将预测结果进行比较分析，以期为用电量预测、优化配置资源提供借鉴。",FALSE,刘晓娟,TRUE,信息与计算科学,2021/11/7
2022xj030,基于灰色多目标规划模型的电力负荷预测,FALSE,,,基础型,提高电力负荷预测的精准性，能够推动电力系统的发展，是当今电力领域研究的热点之一。传统的电力负荷预测模型，存在预测精度低，误差大等缺点。为了提高预测的精度，我们企图通过采取分析电力负荷自身的特征，以及影响电力负荷预测的主要因素等，利用数学规划方法，特别是多目标规划方法结合灰色等数学方法理论，结合计算机编写小程序，对电力负荷进行比较精准的预测。最后，通过一个具体的实例，对上述发预测方法和模型进行比较、优化和改进。,,刘晓娟,TRUE,信息与计算科学,2021/11/7
2022wl038,非线性驻波场的实现及其稳定性研究,FALSE,,,基础型,"本文探究影响非线性驻波声场稳定性的因素,引入反映声场束缚能力的物理量——势阱深度,直观形象地反映了声场稳定性,将提高声场稳定性的问题转化为提高声场中最大声压振幅的问题,并进一步,将理论应用于非线性驻波场的声悬浮装置,探究其发射面与反射面之间距离与声场最大声压振幅的关系.理论上得到了声场稳定性显著提高时发射面与反射面之间的距离,并实验检验了其合理性.最后,基于对物体在声悬浮装置中稳定性的实现,制作出了可以对悬浮物进行显微观察的声悬浮显微镜.",,王莹,TRUE,应用物理学,2021/11/7
,电磁学知识中类比方法的运用,FALSE,,,基础型,"类比方法就是通过两类具有相同或相似特征的现象间的对比，从一类现象的某些已知特征去推测另一类现象的相应特征的推理过程。类比法是一种直接的对应思维方法，具有迅速、简捷的特点。
    纵观电磁学史，不难发现电磁学是沿着力学的道路，在热学的暗示下实现了理论的成熟。主要原因是电磁现象的抽象性决定了其研究方法的间接性，而间接性必然要从相对成熟学科中借鉴既成的理论成果和构架，类比法的运用也就成为必然。电磁学是物理学中非常重要的分支，在电磁学里包含大量抽象概念和公式定理，而且涉及很多矢量和微积分运算，学生在理解电磁问题时总感到似懂非懂，分析问题False从下手，认为电磁学太难学。
    本课题的目的是通过对电磁学与已有的力学、热现象的对比，对电磁学理论进行深入分析，来体会这个理论的优美之处。
",,蒋秀丽,FALSE,应用物理学,2021/11/7
2022wl019,光纤芯模的模式特征,FALSE,,,基础型,根据光纤中的传输模式数量分类，光纤可分为单模光纤和多模光纤。在光纤的受光角内，以某一角度射入光纤端面，并能在光纤的纤芯-包层交界面上产生全反射的传播光线，就可称之为光的一个传输模式。当光纤纤芯直径很小时，光纤只允许与光纤轴方向一致的光线通过，即只允许通过一个基模，这种只允许传输一个基模的光纤就称为单模光纤；光纤纤芯的直径较大时，光纤的受光角内，可允许光波以多个特定的角度射入并在光纤中传播，就形成光纤中的多个模式，这种能传输多个模式的光纤称为多模光纤，在光纤的输出端可以看到光强度分布的不同花样，每种不同的光强分布代表光纤所传输的一种模式。本课题通过解析求解光纤芯模模式，并利用有限元软件仿真各个光纤模式的光强分布，掌握光纤模式的特征，了解不同模式的应用。,,蒋秀丽,TRUE,应用物理学,2021/11/7
2022wl017,振动频率的研究,FALSE,,,工程实践/应用型,"在建筑、机电系统等大量工程领域中，振动影响了系统的任务性能、效率和运行、甚至危害到人类健康。因此，我们要分析振动的原因，探讨系统振动的相应特征，从而达到控制振动的目的。本课题基于FD-VR-C型受迫振动与共振实验仪对受迫振动展开研究。课题大致可从以下几个部分展开：
1.引言：通过调研阐述振动研究的意义
2.第一章：阐述产生振动的原因，分析各因素对振动的影响，并从理论上得出受迫振动中共振现象的规律
3.第二章：基于实验仪利用共振现象测定音叉的振动频率，并分析采集数据的方法
4.第三章：基于实验仪探讨质量对振动频率的影响
5.第四章：基于实验仪分析质量块位置对振动频率的影响，不对称质量块对振动频率的影响。
6.第五章：有害振动的控制。选一个实例，理论上分析并给出控制振动的方案，如风力发电中的振动、变压器中的振动、磁共振成像仪中的振动，柏油马路上汽车的振动等
7.总结
","具有文献资料查阅、信息收集整理的能力；
具有一定的自学、探索能力，且有足够时间开展实验。",贾彩丽,TRUE,应用物理学,2021/11/7
2022xj064,我国居民生活方式的统计分析,FALSE,,,工程实践/应用型,"随着经济的发展，信息社会的来临，False论是城市还是农村居民，人民的生活方式较以往都放生了很大的变化。同一地区不同年代衣食住行，不同地区同一年代都有差异。但由于现在信息与交通的发达，不同的地区差异在有些项目上不像以往明显。本课题希望通过从时间和区域两个维度对比同一地区在不同年份和不同地区同一年份居民在生活方式上的差异，从而找出地区之间差异的原因，为地区的发展提供一定的参考。
本课题需要学生根据课题要求查找数据，对数据用主成分，因子，聚类等多元统计分析的方法进行统计分析，建立数学模型，并对模型进行分析解释。",要求学生主动性强，有较好的沟通能力，认真,于娜,TRUE,信息与计算科学,2021/11/7
2022wl020,费马原理的应用,FALSE,,,基础型,"关于光的传播路径，1665年，法国科学家费马给出了光传播路径所遵循的普遍规律，称为费马原理。表述为：光从一点传播到另一点将循着这样的路径，其光程同附近的路径比起来，不是最大，便是最小，或者相同。或者说光从一点到另一点，实际的光程总是一个极值。利用费马原理可以解释光的反射与折射、彩虹角等光传输现象。
    蚂蚁也懂费马原理，研究人员把食物放置在离蚁巢一定距离的位置，蚁巢与食物中间要经过光滑和粗糙的两个区域，火蚁在两个区域行进的速度不同。大家发现火蚁搬运食物的路径并不是一条直线，而是有一个弯折，正如同光在两个介质空间中发生的折射，最初蚂蚁的路径是随意的，但最终会逐渐收敛到这条最快路径。使蚂蚁能够以最短时间往返于巢穴和食物之间。与光所遵循的费马原理类似。费马原理的本质是极值问题，在经济学领域、力学领域等都有类似应用。本课题就来探究费马原理的在各领域的普遍规律。
",,蒋秀丽,TRUE,应用物理学,2021/11/7
2022wl012,金属氧化物CdO的制备及其磁性研究,FALSE,,,基础型,"氧化镉（CdO）是一种常见的光学器件材料，常用于镉电镀液、制镉电极、光电管、γ射线照相、陶瓷釉彩颜料、冶金工业的合金制造以及用作制镉盐和镉试剂的原料、催化剂等。
氧化镉（CdO）具有广泛的用途，在False机工业中用于制取各种镉盐，有机合成中用于制造催北剂，电镀工业用于配置镀铜的电镀液，电池工业用于制造蓄电池的电极，颜料工业用于制造镉颜料，应用于油漆、玻璃、搪瓷和陶器釉药中，冶金工业用于制造各种合金如硬钢合金、印刷合金等。
本工作利用电解液化学反应制备氧化镉（CdO）粉末样品，并对其磁性进行测量与表征。",应用物理学专业大学四年级学生,高湉,TRUE,应用物理学,2021/11/7
2022wl010,刚体运动的三维可视化模拟,FALSE,,,基础型,"刚体的运动较为复杂，初学者难以掌握其运动的特征。因此，通过计算机软件将其运动可视化，可以帮助学习者深入了解其运动。从最初采用Matlab进行计算机数值模拟，到现阶段采用VPython利用简单的代码模拟物体在三维空间的运动，可以用来实时观测物体的速度变化以及运动轨迹。本课题研究刚体运动的三维可视化模拟，具体内容如下：
1、计算机模拟的主要软件以及在物理中的应用成果，重点分析可视化的研究成果：
2、介绍Python软件，其功能，并重点介绍Vpython。
3、刚体运动的基本理论，以及采用Vpython进行数值模拟。主要模拟定轴转动和平面运动。
4、总结。
",,高兰香,TRUE,应用物理学,2021/11/7
2022wl013,Mn2FeAl合金的制备与磁性研究,FALSE,,,基础型,"X2YZ型哈斯勒合金是由多种不同电子结构的金属元素组合而成，具有丰富的物理内容。
这类材料由于具有局限的d 电子以及非局限的s或p电子，且电子之间存在强大的混成轨域效应，因此多具有复杂的能带结构，从而展现出非常丰富而多样性的物理现象。
研究这类合金中d-电子、f-电子的运动规律及其相互关联有助于深入理解强关联体系的磁性和输运行为、磁电耦合机制等当代前沿领域课题，因而具有重要的学术价值。
本工作利用高真空电弧熔炼炉制备Mn2FeAl合金样品，并对其磁性进行表征。",应用物理学专业大学四年级学生,高湉,TRUE,应用物理学,2021/11/7
2022xj032,最短路问题在送餐范围划分中的应用,FALSE,,,工程实践/应用型,点外卖很方便， 等外卖很煎熬。随着外卖服务越来越受到消费者的青睐，外卖订单量随之与日俱增。为了保证餐品的新鲜，缩短送餐时间尤为重要。一般商家会有生意和许多其他事务需要处理，   没有太多时间和外卖客户沟通， 商家能够自雇的送餐员是有限的，   一旦出现爆单现象， 送餐False法保证。  那么如何缩短送餐时间、 提高送餐效率成了商家和顾客共同关注的问题。  针对某区的交通网络和外卖门店分布情况查找相关数据，建立有向图，  使用最短路算法解决了外卖门店送餐范围的划分问题,熟悉最短路的几种算法,宋政芳,TRUE,信息与计算科学,2021/11/7
2022xj033,以交通线路选择为例的交通网络最短路问题研究,FALSE,,,工程实践/应用型,随着城市化发展越来越快，道路交通系统也越发拥堵和复杂。以交通线路选择为例对城市道路网进行最短路分析，可以很方便地将结论推广到城市道路网络中，进一步解决我们日常对实际交通的需求。对城市道路进行最短路分析，首先必须将现实中的城市道路按结点和弧的关系转化为网络图，然后进行相关的最短路分析。在交通网络中，最短路分析一般是指找到起点与终点之间出行时间最短或出行费用最少的路线。以学生为例，公交出行仍是大部分人出行的首要选择。通过最短路问题研究，不但能够减少不必要的城市公交资源浪费，同时也极大节省了人们的出行费用。通过以交通线路选择为例对交通网络最短路问题进行研究，从而得到在交通网络费用最少的最短路线，算例仿真结果证实这种最短路问题在城市交通中能起到积极作用,熟悉最短路的几种算法,宋政芳,TRUE,信息与计算科学,2021/11/7
2022wl011,半波损失的理论解释及数值模拟,FALSE,,,基础型,"半波损失是波动中一个非常重要物理现象和物理概念。在一般的教材中对这部分的讨论不够详细，不利于学习者的理解和掌握。本课题半波损失现象进行理论解释，并进行数值模拟。主要的研究内容如下：
1、机械波在反射时，有可能存在半波损失，分析存在半波损失的条件，以及现阶段对于半波损失的研究成果；
2、从反射波波函数入手，对半波损失现象进行理论解释。也可以从电磁波理论进行解释。
3、对半波损失现象进行数值模拟，并分析模拟结果。
4、总结",,高兰香,TRUE,应用物理学,2021/11/7
2022wl055,基于镍铁层状双金属氢氧化物的电催化分解水研究,TRUE,51402186,,基础型,"当今世界，能源转型、碳达峰、碳中和已成热门话题，今年中国绿色氢能发展大会上，作出庄严承诺，力争2030年前实现碳达峰，2060年前实现碳中和。氢能作为实现脱碳的重要解决方案，在实现这一美好愿景中发挥着重要作用。为了解决能源消耗的快速增长和相关的环境问题，大量的努力集中在开发可持续和清洁的能源来替代化石燃料。氢作为替代品，具有清洁、环保和可再生等优点。
镍铁层状双氢氧化物(NiFe LDH) 被称为阴离子层状材料，其由混合金属氢氧化物的阳离子层和层间区域&nbsp;中的电荷平衡阴离子构成。由于具有柔性结构和化学多功能性，这些二维 (2D) 材料在磁性、传感器、催化和电化学领域越来越受到关注。NiFe LDH催化剂材料已被证明是高效的析氧（OER）电催化剂，由于固有的高活性和大表面积。",熟悉半导体材料的相关知识，具备一定动手能力,周桃,TRUE,应用物理学,2021/11/7
2022wl056,铁系过渡金属磷化物的分解水制氢研究,TRUE,51402186,,基础型,"氢气具有极高的能量密度与能量转换密度，是一种优异的清洁能源。水分解制氢是一种绿色False污染的制氢方法，由于清洁、安全性高以及制备过程相对简单被广泛关注。虽然电解水制氢有悠久的历史，但还是需要改进材料技术来提高效率。
  目前贵金属材料被广泛用作电解水制氢的催化剂，然而成本以及材料稀缺阻碍了大规模的应用。过渡金属磷化物(TMP)表现出了优异的析氢析氧性能，并且具有丰富的物相与独特的物理化学特性(如导电性、导热性等)而备受关注。有研究证明P原子作为质子载体能够加速质子(H)的吸附和重组动力学，从而提高HER性能，使得磷化物成为可以替代Pt基催化剂最有前途的一种HER电催化剂。",具备一定分析问题和解决问题能力,周桃,TRUE,应用物理学,2021/11/7
2022xj065,贝叶斯理论的发展及其应用探讨,FALSE,,,工程实践/应用型,"贝叶斯公式是求一个“逆概率”问题的数学公式，而现实生活中的问题，大部分都是“逆概率”问题。生活中绝大多数决策面临的信息都是不全的，我们手中只有有限的信息。既然False法得到全面的信息，我们就在信息有限的情况下，尽可能做出一个好的预测。如生命科学家用贝叶斯定理研究基因是如何被控制的；教育学家突然意识到，学生的学习过程其实就是贝叶斯法则的运用；基金经理用贝叶斯法则找到投资策略；Google用贝叶斯定理改进搜索功能，帮助用户过滤垃圾邮件；False人驾驶汽车接收车顶传感器收集到的路况和交通数据，运用贝叶斯定理更新从地图上获得 的信息；人工智能、机器翻译中大量用到贝叶斯定理。贝叶斯定理席卷了概率论，并将应用延伸到各个问题领域。可以说，所有需要作出概率预测的地方都可以见到贝叶斯定理的影子，特别地，贝叶斯是机器学习的核心方法之一。
本课题要求学生彻底掌握贝叶斯公式的实质，会用贝叶斯公式分析解决一些你概率问题，做贝叶斯判定。学习贝叶斯公式在大数据，人工智能方面的应用，会解决一些基本问题。",要求学生自学能力强，能够积极与老师沟通，有良好的时间观，能够及时完成老师布置的论文工作。,于娜,TRUE,信息与计算科学,2021/11/7
2022wl057,铜铟镓硒高效太阳能电池的设计研究,TRUE,51402186,,基础型,"在能源形势和生态环境的不断恶化的21世纪，改变传统的能源使用结构，开发和利用新的洁净、可再生能源已成为未来人类社会可持续发展的关键。太阳能电池正是从太阳获取洁净能源的主要途径之一。近年来薄膜太阳能电池因省材、低功耗、便于大面积生产，且能够使用塑料、金属箔等柔性基底，而具有柔软便携等特点，因此，可广泛应用于电子消费品、军事、野外供电等领域，受到了科学界和产业界的极大关注。
  在各种薄膜型太阳能电池中，铜铟镓硒这种直接带隙半导体材料具有较大的吸光系数、可调节的带隙、稳定性高、低毒等优势,非常适合作为薄膜太阳能电池的光吸收层材料 。因此，本课题以铜铟镓硒薄膜太阳能电池为例，研究电池各参数对电池性能的影响，期望提高电池的效率。","1. 熟悉太阳能电池的工作原理
2. 能进行文献收索和信息整理
3. 能进行计算机仿真软件简单计算和分析。",周桃,TRUE,应用物理学,2021/11/7
2022wl058,Fe-Se催化剂的制备及其电化学性能研究,TRUE,51402186,,基础型,随着环境污染的加剧和能源需求的增大，寻求绿色可替代能源对人类可持续发展至关重要。电催化水分解发展成熟、高效、清洁False污染且获得产物纯度高，是最具有潜力的能够大规模发展的技术。然而，水分解过程涉及复杂的电子和离子转移，导致动力学迟缓，效率低下，需要高效、稳定的催化剂。Fe-Se化合物由于独特的物理和化学性质，是最具潜力替代 Ru和Ir 系贵金属的分解水催化剂，但其制备方法大多以水热法（高温、高压）、电沉积（络合剂）和模板法（模板）为主。本课题鉴于化学浴生长法的设备简单、易操作、环保、效率高等优势，探讨Fe-Se催化剂的生长机制并研究其相应电化学性能，为高效、稳定、廉价的电催化分解水催化剂的制备与生产提供科学依据。,熟悉新能源的基本原理，并具备一定分析问题和解决问题能力。,周桃,TRUE,应用物理学,2021/11/7
2022wl025,双管 Buck-Boost 变换器的优化和仿真,FALSE,,,工程实践/应用型,"通过改变两个开关管的占空比或调整它们的开通时刻位置，而改变两开关管同时开通或同时关断的时间，可以减小电感的电流脉动量。在电压传输比不变的情况下，电感电流脉动量在同步控制方式下的脉动量是最大的，因此需要探讨该变换器的非同步控制方式。现有文献中提出的如交错控制方式、双沿调制模式，均属于为减小电感电流脉动量而优化得到两开关管调制方式，只是这两种模式依然是两个开关管高频工作，变换器开关损耗False明显改善。受二极管反向恢复问题的影响，双管 buck-boost 变换器难以在双管高频工作模式下获得较高的效率，特别是在 高电压应用场合，VD1、VD2会使反向恢复问题很严重，变换器的开关损耗和二极管反向恢复损耗将成为其总损耗的主要组成部分。在非同步控制方式中，还可以设置变换器的工作方式为开关管 S2占空比 D2=0 而开关管 S1高频工作完成降压，或者开关管 S1占空比 D1=0 而开关管 S2高频工作完成升压，此时变换器的工作方式被称为单管高频控制方式，升压时变换器等效为 boost 电路，降压时等效为 buck电路。这种调制方式能够有效地降低开关损耗，但 boost 或 buck 模式工作的变换器，在闭环控制上有差别，在电压 Ui=Uo 附近工作时，存在两个模式来回切换的不稳定状态，需要为变换器设置复杂的模式切换控制策略，即一些文献中提出的多模式控制方式。
为此，本课题选择为该变换器加入缓冲电路，提出采用耦合电感的双管 Buck-Boost 变换
器。一方面利用耦合电感降低开关损耗，另一方面寻求合适的控制策略以适应升降压模式过渡的平滑控制要求。",具有很好的模电知识和电路仿真能力。,刘世建,TRUE,应用物理学,2021/11/7
2022xj066,一类二次规划问题的求解,FALSE,,,基础型,"二次规划是非线性规划中的一类特殊数学规划问题，在很多方面都有应用，如投资组合、约束最小二乘问题的求解、序列二次规划在非线性优化问题中应用等。在过去的几十年里，二次规划已经成为运筹学、经济数学、管理科学、系统分析和组合优化科学的基本方法。已经出现了很多求解二次规划问题的算法，如拉格朗日方法、Lemke方法、内点法、有效集法、椭球算法等等，并且仍有很多学者在从事这方面的研究工作。对于给定的二次规划问题，

本文用用有效集方法和Lagrange方法、序列二次规划法等进行求解, 比较所得结果的精确度和计算效率。并考虑新高效求解算法来求解该二次规划问题.",,张开军,TRUE,信息与计算科学,2021/11/7
2022wl021,短周期光纤光栅传输谱分析与传感应用,FALSE,,,基础型,"光纤布拉格光栅是通过全息干涉法或者相位掩膜法来将一小段光敏感的光纤暴露在一个光强周期分布的光波下面。这样光纤的光折射率就会根据其被照射的光波强度而永久改变。这种方法造成的折射率的周期性变化就叫做光纤布拉格光栅。当一束广谱的光束被传播到光纤布拉格光栅的时候，光折射率被改变以后的每一小段光纤就只会反射一种特定波长的光波，这个波长称为布拉格波长，而其它波长的光波都会被传播。
  由于光栅光纤具有体积小、熔接损耗小、全兼容于光纤、能埋入智能材料等优点，并且其谐振波长对温度、应变、折射率、浓度等外界环境的变化比较敏感，因此在传感领域得到了广泛的应用。本课题要求对布拉格光纤光栅的反射谱进行仿真，并分析其在温度传感中的应用。
",,蒋秀丽,TRUE,应用物理学,2021/11/7
2022xj067,聚类分析在数据中的应用,FALSE,,,基础型,"对数据进行从机器学习的角度讲，簇相当于隐藏模式。聚类是搜索簇的False监督学习过程。与分类不同，False监督学习不依赖预先定义的类或带类标记的训练实例，需要由聚类学习算法自动确定标记. 聚类是将数据分类到不同的类或者簇这样的一个过程，所以同一个簇中的对象有很大的相似性，而不同簇间的对象有很大的相异性。
常见的聚类有k-均值聚类、层次聚类、谱聚类等。聚类分析是一种探索性的分析，在分类的过程中，人们不必事先给出一个分类的标准，聚类分析能够从样本数据出发，自动进行分类。聚类分析所使用方法的不同，常常会得到不同的结论。
本文对给定的数据应用聚类分析，从而揭示数据的内在规律. 为实际的生产生活做出指导和建议。",,张开军,TRUE,信息与计算科学,2021/11/7
2022xj044,动态规划理论及其应用,FALSE,,,工程实践/应用型,动态规划是运筹学的一个分支，是求解决策过程最优化的数学方法，其最终目的是确定各决策变量的取值，以使目标函数达到极大或极小。动态规划所处理的问题是一个多阶段决策问题，一般由初始状态开始，通过对中间阶段决策的选择，达到结束状态。这些决策形成了一个决策序列，同时确定了完成整个过程的一条活动路线(通常是求最优的活动路线)。动态规划在组合优化、工程技术、经济管理等各个领域有着广泛的应用。本文主要研究动态规划理论及其在排课系统、中国邮递员问题和管网运行优化等问题中的应用。,,王海超,TRUE,信息与计算科学,2021/11/7
2022xj031,两个非线性波方程的精确孤波解,FALSE,,,基础型,了解偏微分方程的基本理论，理解双曲函数展开法，并会熟练运用双曲函数展开法去解一些波动方程的精确孤波解的问题，同时需要借助于数学软件Maple编程，才能得到并计算出来这类偏微分方程的精确孤波解。了解什么是偏微分方程，如何求解偏微分方程？双曲函数展开法是一位学者提出来的一个求解特殊偏微分方程，也就是非线性波方程的精确孤波解的方法。用双曲函数展开法求解非线性波方程的解的计算量比较大，所以必须借助于数学软件Maple编程，并计算出来非线性波方程的精确孤波解。,"1、必须会使用数学软件Maple编程；
2、必须会查阅中英文文献，通过文献理解双曲函数展开法；
3、了解偏微分方程的基本理论。",卢峰红,TRUE,信息与计算科学,2021/11/7
2022xj034,最小二乘法和贝叶斯分析法研究,FALSE,,,基础型,双体制门限自回归模型(Two-regimes threshold autoregressive model)，简称双体制TAR模型，它是一种非线性时间序列模型，在拟合实际数据时具有较好的性质，利于解决一类非线性问题。但是由于传统方法建立门限自回归模型的步骤比较复杂、不易掌握，而且比较费时、费力，阻碍了门限自回归模型的应用。因此，提供一种不同于最小二乘法的模型分析方法，如采用贝叶斯方法对模型进行分析（包括：模型的似然函数、先验分布和后验分布）。同时，为了方便地得到模型参数，在参数的条件后验分布的基础上，使用马尔可夫链蒙特卡罗算法（MCMC）对模型参数进行采样（注意：针对条件后验分布的不同形式，可分别采用Gibbs抽样和Metropolis-Hastings算法）。最后，将采样值用于统计推断得到参数的估计值。,,孙玉芹,TRUE,信息与计算科学,2021/11/7
2022xj035,不平衡数据对分类算法性能的影响与研究,FALSE,,,基础型,"传统机器学习中，分类算法通常假定数据类别是平衡的，即各类别样本数大致相等。但在许多领域如：电力故障检测、异常用电行为提取及设备缺陷筛选等应用场景下，数据的分类通常不平衡，少数类的异常样本往往是任务的关键所在。请结合现有文献，分析不平衡样本及相应的处理方式对分类任务所产生的影响。
主要任务：
       1.自行生成若干类别的不平衡数据集（建议生成的数据集为凸集），并对所生成数据进行一般性分析，给出相关属性；
       2.选用不同的分类算法（随机森林，k-means等）对原始数据集进行分类，借用外部评价指标分析所得结果；
       3.参考已有对不平衡数据集的处理方法处理数据集，分析算法在处理后的数据上的表现。（此处的算法即评价指标应同2中一致）
       4.结合上述三项任务，给出不平衡数据集对分类算法性能的影响及已有处理方式的优劣性。
注：2，3中若选用随机森林等有监督分类算法，应当划分训练集与测试集，若选用K-MEANS等False监督算法，则应当选用合适的内部或外部评价指标。",,孙玉芹,TRUE,信息与计算科学,2021/11/7
2022xj056,基于神经网络的电力负荷预测模型研究,FALSE,,,工程实践/应用型,"电力系统由电力网、电力用户共同组成，其任务是给广大用户不间断地提供经济、可靠、符合质量标准的电能，满足各类负荷的需求，为社会发展提供动力。由于电力的生产与使用具有特殊性，即电能难以大量储存，而且各类用户对电力的需求是时刻变化的，这就要求系统发电出力应随时与系统负荷的变化动态平衡，即系统要最大限度的发挥出设备能力，使整个系统保持稳定且高效地运行，以满足用户的需求。否则，就会影响供用电的质量，甚至危及系统的安全与稳定。因此，电力系统负荷预测技术发展了起来。随着我国经济的发展，电力系统结构日趋复杂，电力负荷变化的非线性、时变性和不确定性的特点，很难建立一个合适的数学模型来清晰地表达负荷和影响负荷的变量之间的关系。近年快速发展的神经网络方法优势凸显，本课题基于神经网络对电力负荷进行预测研究。
",学习踏实，有一定的编程基础。,徐丽,TRUE,信息与计算科学,2021/11/7
2022xj020,降低信号采样率过程中的抗混叠滤波器设计,FALSE,,,基础型,"一、课题背景、目的、意义
   信号传输或存储时，为了提高传输的速度和节省存储空间，需要降低信号的采样率，但是直接降低信号采样率会引起信号频谱的混叠现象，因而需要在降低采样率之前将信号通过一个抗混叠滤波器进行滤波。
二 、课题的主要内容及要求
首先根据降低信号采样率过程中频谱混叠的产生原因，将抗混叠滤波器的设计转化成一个具有约束条件的最优化问题；然后编写MATLAB程序将最优化问题加以实现，滤波器的频谱和系数都将是程序运行的结果。
  备注：要求学生熟悉并掌握《信号与系统》和《数字信号处理》这两门课程，并能运用相关理论，根据实际要求将抗混叠滤波器的设计，写成一个约束的最优化方程组；熟练掌握MATLAB语言，并且能够应用MATLAB将最优化问题编程实现。",备注：要求学生熟悉并掌握《信号与系统》和《数字信号处理》这两门课程，并能运用相关理论，根据实际要求将抗混叠滤波器的设计，写成一个约束的最优化方程组；熟练掌握MATLAB语言，并且能够应用MATLAB将最优化问题编程实现。,李秀英,TRUE,信息与计算科学,2021/11/7
